saccadeOrDrift,duration,onsetIndex,offsetIndex,onsetTime,offsetTime,xStart,xEnd,yStart,yEnd,xAmplitude,yAmplitude,vectorAmplitude,direction,peakVelocity,meanVelocity,maximumExcursion
saccade,0.054167,796.000000,822.000000,1.656250,1.710417,-1.901865,-1.463505,-0.179275,-0.050955,0.438360,0.128320,0.456755,16.316201,10.781515,6.032086,0.456755,
saccade,0.062500,1669.000000,1699.000000,3.475000,3.537500,-1.412552,2.734645,-0.344266,0.286146,4.147197,0.630412,4.194838,8.643317,156.012283,46.307052,4.243613,
saccade,0.022917,1688.000000,1699.000000,3.514583,3.537500,1.508656,2.734645,0.131127,0.286146,1.225989,0.155019,1.235751,7.206479,146.433020,21.605273,1.284564,
saccade,0.018750,1733.000000,1742.000000,3.608333,3.627083,2.172698,2.081733,0.186384,0.157292,-0.090965,-0.029093,0.095504,-162.264635,6.004248,4.154119,0.095504,
saccade,0.014583,1754.000000,1761.000000,3.652083,3.666667,1.990421,1.921205,0.143768,0.123607,-0.069216,-0.020161,0.072093,-163.760320,6.114896,4.168226,0.072093,
saccade,0.025000,1784.000000,1796.000000,3.714583,3.739583,1.755546,1.594337,0.078382,0.023456,-0.161209,-0.054926,0.170310,-161.185264,9.419328,4.382231,0.170310,
saccade,0.039583,2683.000000,2702.000000,5.587500,5.627083,-1.268983,1.963440,-0.538186,-0.137908,3.232423,0.400278,3.257112,7.059131,166.459425,47.431536,3.303161,
saccade,0.022917,2691.000000,2702.000000,5.604167,5.627083,0.770797,1.963440,-0.338333,-0.137908,1.192643,0.200425,1.209367,9.539500,163.252044,25.440121,1.254977,
saccade,0.022917,2708.000000,2719.000000,5.639583,5.662500,1.751807,1.593199,-0.163903,-0.207788,-0.158608,-0.043885,0.164568,-164.533853,9.753874,5.286847,0.164568,
saccade,0.150000,3323.000000,3395.000000,6.920833,7.070833,-0.819192,7.371076,-0.638730,1.398890,8.190267,2.037620,8.439927,13.970735,214.349668,47.265969,8.456966,
saccade,0.020833,3385.000000,3395.000000,7.050000,7.070833,7.110531,7.371076,1.300249,1.398890,0.260545,0.098642,0.278593,20.736554,22.056060,10.672200,0.295357,
saccade,0.062500,3446.000000,3476.000000,7.177083,7.239583,6.366470,5.881062,1.096276,0.953836,-0.485408,-0.142440,0.505875,-163.645998,10.556216,7.653994,0.505875,
saccade,0.097917,3478.000000,3525.000000,7.243750,7.341667,5.866146,5.178015,0.944750,0.766244,-0.688131,-0.178506,0.710907,-165.457607,9.537206,7.088724,0.710907,
saccade,0.087500,3524.000000,3566.000000,7.339583,7.427083,5.190737,4.568573,0.770973,0.627844,-0.622164,-0.143129,0.638416,-167.044497,9.296300,6.911421,0.638416,
saccade,0.029167,3574.000000,3588.000000,7.443750,7.472917,4.504099,4.265544,0.625138,0.567479,-0.238555,-0.057660,0.245424,-166.411982,12.273955,6.469421,0.245424,
saccade,0.014583,3581.000000,3588.000000,7.458333,7.472917,4.353122,4.265544,0.590727,0.567479,-0.087578,-0.023248,0.090611,-165.133204,10.761921,6.073502,0.090611,
saccade,0.027083,3606.000000,3619.000000,7.510417,7.537500,4.064826,3.909008,0.533515,0.490178,-0.155818,-0.043337,0.161732,-164.457571,8.202863,5.228180,0.161732,
saccade,0.027083,3639.000000,3652.000000,7.579167,7.606250,3.724530,3.581263,0.443229,0.410422,-0.143266,-0.032807,0.146974,-167.102000,6.446492,5.001832,0.146974,
saccade,0.014583,3645.000000,3652.000000,7.591667,7.606250,3.649286,3.581263,0.432710,0.410422,-0.068023,-0.022288,0.071581,-161.858699,5.833255,4.626521,0.071581,
saccade,0.014583,3708.000000,3715.000000,7.722917,7.737500,3.104983,3.031504,0.320833,0.300283,-0.073480,-0.020550,0.076299,-164.375104,6.006410,3.795495,0.076299,
